geoid,name,pop
5001600US2503,"Congressional District 3 (116th Congress), Massachusetts",549542
5001600US2504,"Congressional District 4 (116th Congress), Massachusetts",562422
5001600US2505,"Congressional District 5 (116th Congress), Massachusetts",529999
5001600US2506,"Congressional District 6 (116th Congress), Massachusetts",571911
5001600US2507,"Congressional District 7 (116th Congress), Massachusetts",555533
5001600US2508,"Congressional District 8 (116th Congress), Massachusetts",573152
5001600US2509,"Congressional District 9 (116th Congress), Massachusetts",579757
5001600US2601,"Congressional District 1 (116th Congress), Michigan",565370
5001600US2602,"Congressional District 2 (116th Congress), Michigan",553948
5001600US2603,"Congressional District 3 (116th Congress), Michigan",554738
5001600US2604,"Congressional District 4 (116th Congress), Michigan",554656
5001600US2605,"Congressional District 5 (116th Congress), Michigan",521742
5001600US2606,"Congressional District 6 (116th Congress), Michigan",542562
5001600US2607,"Congressional District 7 (116th Congress), Michigan",550964
5001600US2608,"Congressional District 8 (116th Congress), Michigan",562613
5001600US2609,"Congressional District 9 (116th Congress), Michigan",556032
5001600US2610,"Congressional District 10 (116th Congress), Michigan",554418
5001600US2611,"Congressional District 11 (116th Congress), Michigan",537952
5001600US2612,"Congressional District 12 (116th Congress), Michigan",525725
5001600US2613,"Congressional District 13 (116th Congress), Michigan",485588
5001600US2614,"Congressional District 14 (116th Congress), Michigan",496156
5001600US2701,"Congressional District 1 (116th Congress), Minnesota",497765
5001600US2702,"Congressional District 2 (116th Congress), Minnesota",517880
5001600US2703,"Congressional District 3 (116th Congress), Minnesota",528462
5001600US2704,"Congressional District 4 (116th Congress), Minnesota",516588
5001600US2705,"Congressional District 5 (116th Congress), Minnesota",535070
5001600US2706,"Congressional District 6 (116th Congress), Minnesota",533104
5001600US2707,"Congressional District 7 (116th Congress), Minnesota",501373
5001600US2708,"Congressional District 8 (116th Congress), Minnesota",527314
5001600US2801,"Congressional District 1 (116th Congress), Mississippi",579478
5001600US2802,"Congressional District 2 (116th Congress), Mississippi",519040
5001600US2803,"Congressional District 3 (116th Congress), Mississippi",560442
5001600US2804,"Congressional District 4 (116th Congress), Mississippi",587363
5001600US2901,"Congressional District 1 (116th Congress), Missouri",547921
5001600US2902,"Congressional District 2 (116th Congress), Missouri",576008
5001600US2903,"Congressional District 3 (116th Congress), Missouri",608065
5001600US2904,"Congressional District 4 (116th Congress), Missouri",590595
5001600US2905,"Congressional District 5 (116th Congress), Missouri",579431
5001600US2906,"Congressional District 6 (116th Congress), Missouri",586958
5001600US2907,"Congressional District 7 (116th Congress), Missouri",594430
5001600US2908,"Congressional District 8 (116th Congress), Missouri",566910
5001600US3000,"Congressional District (at Large) (116th Congress), Montana",831760
5001600US3101,"Congressional District 1 (116th Congress), Nebraska",475365
5001600US3102,"Congressional District 2 (116th Congress), Nebraska",472694
5001600US3103,"Congressional District 3 (116th Congress), Nebraska",440891
5001600US3201,"Congressional District 1 (116th Congress), Nevada",423658
5001600US3202,"Congressional District 2 (116th Congress), Nevada",536143
5001600US3203,"Congressional District 3 (116th Congress), Nevada",630813
5001600US3204,"Congressional District 4 (116th Congress), Nevada",521318
5001600US3301,"Congressional District 1 (116th Congress), New Hampshire",540722
5001600US3302,"Congressional District 2 (116th Congress), New Hampshire",529493
5001600US3401,"Congressional District 1 (116th Congress), New Jersey",539844
5001600US3402,"Congressional District 2 (116th Congress), New Jersey",528293
5001600US3403,"Congressional District 3 (116th Congress), New Jersey",568535
5001600US3404,"Congressional District 4 (116th Congress), New Jersey",536357
5001600US3405,"Congressional District 5 (116th Congress), New Jersey",538231
5001600US3406,"Congressional District 6 (116th Congress), New Jersey",502050
5001600US3407,"Congressional District 7 (116th Congress), New Jersey",520886
5001600US3408,"Congressional District 8 (116th Congress), New Jersey",420965
5001600US3409,"Congressional District 9 (116th Congress), New Jersey",476041
5001600US3410,"Congressional District 10 (116th Congress), New Jersey",506649
5001600US3411,"Congressional District 11 (116th Congress), New Jersey",527170
5001600US3412,"Congressional District 12 (116th Congress), New Jersey",505109
5001600US3501,"Congressional District 1 (116th Congress), New Mexico",510328
5001600US3502,"Congressional District 2 (116th Congress), New Mexico",492566
5001600US3503,"Congressional District 3 (116th Congress), New Mexico",519277
5001600US3601,"Congressional District 1 (116th Congress), New York",526240
5001600US3602,"Congressional District 2 (116th Congress), New York",512037
5001600US3603,"Congressional District 3 (116th Congress), New York",536640
5001600US3604,"Congressional District 4 (116th Congress), New York",512546
5001600US3605,"Congressional District 5 (116th Congress), New York",495842
5001600US3606,"Congressional District 6 (116th Congress), New York",434571
5001600US3607,"Congressional District 7 (116th Congress), New York",443176
5001600US3608,"Congressional District 8 (116th Congress), New York",545882
5001600US3609,"Congressional District 9 (116th Congress), New York",481363
5001600US3610,"Congressional District 10 (116th Congress), New York",498723
5001600US3611,"Congressional District 11 (116th Congress), New York",498830
5001600US3612,"Congressional District 12 (116th Congress), New York",552090
5001600US3613,"Congressional District 13 (116th Congress), New York",485528
5001600US3614,"Congressional District 14 (116th Congress), New York",401473
5001600US3615,"Congressional District 15 (116th Congress), New York",421642
5001600US3616,"Congressional District 16 (116th Congress), New York",506330
5001600US3617,"Congressional District 17 (116th Congress), New York",495562
5001600US3618,"Congressional District 18 (116th Congress), New York",530428
5001600US3619,"Congressional District 19 (116th Congress), New York",555732
5001600US3620,"Congressional District 20 (116th Congress), New York",560724
5001600US3621,"Congressional District 21 (116th Congress), New York",546491
5001600US3622,"Congressional District 22 (116th Congress), New York",533819
5001600US3623,"Congressional District 23 (116th Congress), New York",540476
5001600US3624,"Congressional District 24 (116th Congress), New York",539232
5001600US3625,"Congressional District 25 (116th Congress), New York",547133
5001600US3626,"Congressional District 26 (116th Congress), New York",540265
5001600US3627,"Congressional District 27 (116th Congress), New York",568055
5001600US3701,"Congressional District 1 (116th Congress), North Carolina",570191
5001600US3702,"Congressional District 2 (116th Congress), North Carolina",636164
5001600US3703,"Congressional District 3 (116th Congress), North Carolina",581048
5001600US3704,"Congressional District 4 (116th Congress), North Carolina",610536
5001600US3705,"Congressional District 5 (116th Congress), North Carolina",583346
5001600US3706,"Congressional District 6 (116th Congress), North Carolina",581560
5001600US3707,"Congressional District 7 (116th Congress), North Carolina",621515
5001600US3708,"Congressional District 8 (116th Congress), North Carolina",591696
5001600US3709,"Congressional District 9 (116th Congress), North Carolina",574114
5001600US3710,"Congressional District 10 (116th Congress), North Carolina",591040
5001600US3711,"Congressional District 11 (116th Congress), North Carolina",607938
