geoid,name,pop
9700000US3626670,"Shenendehowa Central School District, New York",49485
9700000US3627810,"East Ramapo Central School District (Spring Valley), New York",61297
9700000US3628590,"Syracuse City School District, New York",105669
9700000US3629880,"Wappingers Central School District, New York",55893
9700000US3631470,"Williamsville Central School District, New York",56386
9700000US3631920,"Yonkers City School District, New York",132680
9700000US3700011,"Cumberland County Schools, North Carolina",224157
9700000US3700012,"Pitt County Schools, North Carolina",136861
9700000US3700030,"Alamance-Burlington Schools, North Carolina",123223
9700000US3700420,"Brunswick County Schools, North Carolina",120061
9700000US3700450,"Buncombe County Schools, North Carolina",167554
9700000US3700480,"Burke County Schools, North Carolina",70157
9700000US3700530,"Cabarrus County Schools, North Carolina",133497
9700000US3700580,"Caldwell County Schools, North Carolina",64174
9700000US3700630,"Carteret County Schools, North Carolina",56912
9700000US3700690,"Catawba County Schools, North Carolina",80574
9700000US3700720,"Chapel Hill-Carrboro Schools, North Carolina",69721
9700000US3700750,"Chatham County Schools, North Carolina",53931
9700000US3700900,"Cleveland County Schools, North Carolina",75291
9700000US3701140,"Davidson County Schools, North Carolina",101814
9700000US3701260,"Durham Public Schools, North Carolina",228429
9700000US3701500,"Forsyth County Schools, North Carolina",278895
9700000US3701530,"Franklin County Schools, North Carolina",51463
9700000US3701620,"Gaston County Schools, North Carolina",168342
9700000US3701920,"Guilford County Schools, North Carolina",392223
9700000US3702010,"Harnett County Schools, North Carolina",96559
9700000US3702100,"Henderson County Schools, North Carolina",91632
9700000US3702310,"Iredell-Statesville Schools, North Carolina",113440
9700000US3702370,"Johnston County Schools, North Carolina",144687
9700000US3702680,"Lincoln County Schools, North Carolina",66936
9700000US3702970,"Charlotte-Mecklenburg Schools, North Carolina",754798
9700000US3703090,"Moore County Schools, North Carolina",76509
9700000US3703270,"Nash-Rocky Mount Schools, North Carolina",76879
9700000US3703310,"Craven County Schools, North Carolina",77300
9700000US3703330,"New Hanover County Schools, North Carolina",186184
9700000US3703450,"Onslow County Schools, North Carolina",120154
9700000US3703780,"Randolph County Schools, North Carolina",85628
9700000US3703930,"Robeson County Schools, North Carolina",94277
9700000US3703990,"Rockingham County Schools, North Carolina",71105
9700000US3704050,"Rowan-Salisbury Schools, North Carolina",100402
9700000US3704080,"Rutherford County Schools, North Carolina",52502
9700000US3704620,"Union County Public Schools, North Carolina",166338
9700000US3704720,"Wake County Schools, North Carolina",771942
9700000US3704880,"Wayne County Public Schools, North Carolina",88565
9700000US3704950,"Wilkes County Schools, North Carolina",54467
9700000US3705020,"Wilson County Schools, North Carolina",59560
9700000US3800014,"Bismarck Public School District 1, North Dakota",70126
9700000US3806780,"Fargo Public School District 1, North Dakota",68113
9700000US3819410,"West Fargo Public School District 6, North Dakota",56352
9700000US3904348,"Akron City School District, Ohio",143131
9700000US3904371,"Canton City School District, Ohio",47741
9700000US3904375,"Cincinnati City School District, Ohio",254774
9700000US3904378,"Cleveland Municipal School District, Ohio",287587
9700000US3904380,"Columbus City School District, Ohio",423009
9700000US3904384,"Dayton City School District, Ohio",116471
9700000US3904463,"Parma City School District, Ohio",85604
9700000US3904480,"South-Western City School District, Ohio",107411
9700000US3904490,"Toledo City School District, Ohio",164282
9700000US3904504,"Westerville City School District, Ohio",74834
9700000US3904510,"Willoughby-Eastlake City School District, Ohio",49893
9700000US3904513,"Worthington City School District, Ohio",45287
9700000US3904516,"Youngstown City School District, Ohio",52644
9700000US3904610,"Fairfield City School District, Ohio",49480
9700000US3904611,"Lakota Local School District (Butler County), Ohio",71027
9700000US3904635,"West Clermont Local School District, Ohio",50005
9700000US3904676,"Olentangy Local School District, Ohio",57457
9700000US3904701,"Hilliard City School District, Ohio",66887
9700000US3904702,"Dublin City School District, Ohio",56400
9700000US3904736,"Northwest Local School District (Butler and Hamilton Counties), Ohio",57422
9700000US3904737,"Oak Hills Local School District, Ohio",46279
9700000US4005490,"Broken Arrow Public Schools, Oklahoma",85367
9700000US4010590,"Edmond Public Schools, Oklahoma",118985
9700000US4015720,"Jenks Public Schools, Oklahoma",50069
9700000US4017250,"Lawton Public Schools, Oklahoma",66903
9700000US4019950,"Midwest City-Del City Schools, Oklahoma",60028
9700000US4020250,"Moore Public Schools, Oklahoma",104692
9700000US4021720,"Norman Public Schools, Oklahoma",90426
9700000US4022770,"Oklahoma City Public Schools, Oklahoma",193295
9700000US4025290,"Putnam City Public Schools, Oklahoma",88872
9700000US4030240,"Tulsa Public Schools, Oklahoma",197231
9700000US4030600,"Union Public Schools, Oklahoma",58268
9700000US4100023,"Hillsboro School District 1J, Oregon",92832
9700000US4101120,"Greater Albany School District 8J, Oregon",52901
9700000US4101920,"Beaverton School District 48J, Oregon",209247
9700000US4101980,"Bend-La Pine Administrative School District 1, Oregon",107335
9700000US4103480,"Corvallis School District 509J, Oregon",57460
9700000US4103940,"David Douglas School District 40, Oregon",45625
9700000US4104740,"Eugene School District 4J, Oregon",132797
9700000US4106000,"Gresham-Barlow School District 1J, Oregon",58121
9700000US4108040,"Medford School District 549, Oregon",69770
9700000US4108830,"North Clackamas School District 12, Oregon",101181
9700000US4110040,"Portland School District 1J, Oregon",416453
9700000US4110520,"Reynolds School District 7, Oregon",48814
9700000US4110820,"Salem-Keizer School District 24J, Oregon",188982
9700000US4111670,"Springfield School District 19, Oregon",59769
9700000US4112240,"Tigard-Tualatin School District 23J, Oregon",67255
9700000US4202280,"Allentown City School District, Pennsylvania",79968
9700000US4203570,"Bethlehem Area School District, Pennsylvania",93914
9700000US4205310,"Central Bucks School District, Pennsylvania",87768
9700000US4205400,"Central Dauphin School District, Pennsylvania",73647
9700000US4205550,"Chambersburg Area School District, Pennsylvania",56278
9700000US4206240,"Coatesville Area School District, Pennsylvania",51852
9700000US4206960,"Council Rock School District, Pennsylvania",57333
9700000US4207710,"Downingtown Area School District, Pennsylvania",53181
9700000US4208850,"Easton Area School District, Pennsylvania",49319
9700000US4209300,"Erie City School District, Pennsylvania",72304
9700000US4211700,"Hazleton Area School District, Pennsylvania",49620
9700000US4213140,"Lancaster School District, Pennsylvania",55753
9700000US4216410,"Neshaminy School District, Pennsylvania",54937
9700000US4216980,"Norristown Area School District, Pennsylvania",48348
9700000US4217280,"North Penn School District, Pennsylvania",77295
9700000US4218840,"Pennsbury School District, Pennsylvania",51972
9700000US4218990,"Philadelphia City School District, Pennsylvania",1147538
9700000US4219170,"Pittsburgh School District, Pennsylvania",241791
9700000US4220040,"Reading School District, Pennsylvania",57454
9700000US4221090,"Scranton School District, Pennsylvania",59219
9700000US4222770,"State College Area School District, Pennsylvania",72976
9700000US4224320,"Upper Darby School District, Pennsylvania",61477
9700000US4225290,"West Chester Area School District, Pennsylvania",84805
9700000US4400240,"Cranston School District, Rhode Island",61529
9700000US4400840,"Pawtucket School District, Rhode Island",49757
9700000US4400900,"Providence School District, Rhode Island",120511
9700000US4401110,"Warwick School District, Rhode Island",65150
9700000US4500720,"Aiken County School District, South Carolina",133246
9700000US4500900,"Anderson School District 5, South Carolina",65375
9700000US4501110,"Beaufort County School District, South Carolina",149064
9700000US4501170,"Berkeley County School District, South Carolina",167417
9700000US4501440,"Charleston County School District, South Carolina",315503
9700000US4501860,"Darlington County School District, South Carolina",51850
9700000US4502010,"Dorchester School District 2, South Carolina",102853
9700000US4502130,"Florence School District 1, South Carolina",72539
9700000US4502310,"Greenville County School District, South Carolina",392037
9700000US4502490,"Horry County School District, South Carolina",277031
9700000US4502550,"Kershaw County School District, South Carolina",49777
9700000US4502580,"Lancaster County School District, South Carolina",73233
9700000US4502700,"Lexington School District 1, South Carolina",106190
9700000US4502730,"Lexington School District 2, South Carolina",53768
9700000US4502820,"Lexington School District 5, South Carolina",84044
9700000US4503060,"Oconee County School District, South Carolina",61850
9700000US4503330,"Pickens County School District, South Carolina",100370
9700000US4503360,"Richland School District 1, South Carolina",157694
9700000US4503390,"Richland School District 2, South Carolina",100983
9700000US4503510,"Spartanburg School District 2, South Carolina",49103
9700000US4503630,"Spartanburg School District 6, South Carolina",54310
9700000US4503870,"York School District 3, South Carolina",91770
9700000US4503900,"York School District 4, South Carolina",53394
9700000US4503902,"Sumter County Consolidated School District, South Carolina",80310
9700000US4659820,"Rapid City School District 51-4, South Dakota",78173
9700000US4666270,"Sioux Falls School District 49-5, South Dakota",114736
9700000US4700148,"Shelby County School District, Tennessee",539955
9700000US4700300,"Blount County School District, Tennessee",74727
9700000US4701590,"Hamilton County School District, Tennessee",281506
9700000US4702220,"Knox County School District, Tennessee",360760
9700000US4702580,"Jackson-Madison County School System, Tennessee",74679
9700000US4702760,"Maury County School District, Tennessee",72381
9700000US4703030,"Clarksville-Montgomery County School System, Tennessee",141651
9700000US4703180,"Metropolitan Nashville Public School District, Tennessee",500382
9700000US4703480,"Putnam County School District, Tennessee",61746
9700000US4703600,"Robertson County School District, Tennessee",53064
9700000US4703690,"Rutherford County School District, Tennessee",127444
9700000US4703780,"Sevier County School District, Tennessee",74213
9700000US4703990,"Sullivan County School District, Tennessee",65824
9700000US4704020,"Sumner County School District, Tennessee",141593
9700000US4704380,"Washington County School District, Tennessee",53627
9700000US4704530,"Williamson County School District, Tennessee",135905
9700000US4704550,"Wilson County School District, Tennessee",78597
9700000US4800010,"Hays Consolidated Independent School District, Texas",73247
9700000US4807350,"College Station Independent School District, Texas",96537
9700000US4807440,"Abilene Independent School District, Texas",76165
9700000US4807710,"Aldine Independent School District, Texas",151310
9700000US4807830,"Alief Independent School District, Texas",138172
9700000US4807890,"Allen Independent School District, Texas",75577
9700000US4808090,"Alvin Independent School District, Texas",85844
9700000US4808130,"Amarillo Independent School District, Texas",112412
9700000US4808700,"Arlington Independent School District, Texas",241130
9700000US4808940,"Austin Independent School District, Texas",530473
9700000US4809670,"Beaumont Independent School District, Texas",93841
9700000US4810230,"Birdville Independent School District, Texas",100584
9700000US4811190,"Brazosport Independent School District, Texas",44078
9700000US4811680,"Brownsville Independent School District, Texas",101119
9700000US4811790,"Bryan Independent School District, Texas",66050
9700000US4812180,"Burleson Independent School District, Texas",49135
9700000US4813050,"Carrollton-Farmers Branch Independent School District, Texas",122891
9700000US4814280,"Clear Creek Independent School District, Texas",161752
9700000US4814730,"Comal Independent School District, Texas",99252
9700000US4815000,"Conroe Independent School District, Texas",224753
9700000US4815270,"Corpus Christi Independent School District, Texas",173496
9700000US4815910,"Crowley Independent School District, Texas",75196
9700000US4816110,"Cypress-Fairbanks Independent School District, Texas",369579
9700000US4816230,"Dallas Independent School District, Texas",661852
9700000US4816620,"Del Valle Independent School District, Texas",49407
9700000US4816740,"Denton Independent School District, Texas",150404
9700000US4817070,"Dickinson Independent School District, Texas",43784
9700000US4817390,"Donna Independent School District, Texas",28319
9700000US4817640,"Duncanville Independent School District, Texas",45763
9700000US4817700,"Eagle Mountain-Saginaw Independent School District, Texas",81764
9700000US4818000,"Ector County Independent School District, Texas",99593
9700000US4818150,"Edgewood Independent School District (Bexar County), Texas",41512
9700000US4818180,"Edinburg Consolidated Independent School District, Texas",92474
9700000US4818300,"El Paso Independent School District, Texas",205841
9700000US4819650,"Fort Bend Independent School District, Texas",289488
9700000US4819700,"Fort Worth Independent School District, Texas",326676
9700000US4820010,"Frisco Independent School District, Texas",160787
9700000US4820250,"Galena Park Independent School District, Texas",48815
9700000US4820340,"Garland Independent School District, Texas",174158
9700000US4820600,"Georgetown Independent School District, Texas",72672
9700000US4821150,"Goose Creek Consolidated Independent School District, Texas",70622
9700000US4821420,"Grand Prairie Independent School District, Texas",69396
9700000US4821660,"Grapevine-Colleyville Independent School District, Texas",64174
9700000US4822470,"Harlandale Independent School District, Texas",43523
9700000US4822530,"Harlingen Consolidated Independent School District, Texas",52295
9700000US4823640,"Houston Independent School District, Texas",918308
9700000US4823910,"Humble Independent School District, Texas",134892
9700000US4824030,"Huntsville Independent School District, Texas",53483
9700000US4824060,"Hurst-Euless-Bedford Independent School District, Texas",103406
9700000US4824420,"Irving Independent School District, Texas",88058
9700000US4824990,"Judson Independent School District, Texas",86570
9700000US4825170,"Katy Independent School District, Texas",208902
9700000US4825260,"Keller Independent School District, Texas",117273
9700000US4825660,"Killeen Independent School District, Texas",150532
9700000US4825740,"Klein Independent School District, Texas",167806
9700000US4826130,"La Joya Independent School District, Texas",47967
9700000US4826580,"Lamar Consolidated Independent School District, Texas",124961
9700000US4826790,"Laredo Independent School District, Texas",42328
9700000US4827030,"Leander Independent School District, Texas",143448
9700000US4827300,"Lewisville Independent School District, Texas",219226
9700000US4828500,"Lubbock Independent School District, Texas",142875
9700000US4828740,"Magnolia Independent School District, Texas",44865
9700000US4828920,"Mansfield Independent School District, Texas",106733
9700000US4829670,"McAllen Independent School District, Texas",74525
9700000US4829850,"McKinney Independent School District, Texas",92117
9700000US4830390,"Mesquite Independent School District, Texas",104654
9700000US4830570,"Midland Independent School District, Texas",108232
9700000US4832370,"New Braunfels Independent School District, Texas",46501
9700000US4832400,"New Caney Independent School District, Texas",46155
9700000US4832940,"North East Independent School District, Texas",314729
9700000US4833120,"Northside Independent School District (Bandera, Bexar, and Medina Counties); Texas",439703
9700000US4833180,"Northwest Independent School District, Texas",77027
9700000US4834320,"Pasadena Independent School District, Texas",143021
9700000US4834440,"Pearland Independent School District, Texas",71895
9700000US4834830,"Pflugerville Independent School District, Texas",99996
9700000US4834860,"Pharr-San Juan-Alamo Independent School District, Texas",62348
9700000US4835100,"Plano Independent School District, Texas",238199
9700000US4837020,"Richardson Independent School District, Texas",149732
9700000US4837650,"Rockwall Independent School District, Texas",60146
9700000US4838080,"Round Rock Independent School District, Texas",193605
9700000US4838700,"San Angelo Independent School District, Texas",73297
9700000US4838730,"San Antonio Independent School District, Texas",223527
9700000US4838970,"San Marcos Consolidated Independent School District, Texas",67166
9700000US4839480,"Schertz-Cibolo-Universal City Independent School District, Texas",63907
9700000US4840710,"Socorro Independent School District, Texas",133472
9700000US4840950,"Southwest Independent School District, Texas",39185
9700000US4841100,"Spring Branch Independent School District, Texas",97808
9700000US4841220,"Spring Independent School District, Texas",131558
9700000US4842960,"Tomball Independent School District, Texas",48023
9700000US4843470,"Tyler Independent School District, Texas",90932
9700000US4843650,"United Independent School District, Texas",100854
9700000US4844150,"Victoria Independent School District, Texas",60527
9700000US4844280,"Waco Independent School District, Texas",79762
9700000US4844960,"Weslaco Independent School District, Texas",40405
9700000US4845780,"Wichita Falls Independent School District, Texas",66394
9700000US4846530,"Wylie Independent School District (Collin County), Texas",47508
9700000US4846680,"Ysleta Independent School District, Texas",130988
9700000US4900030,"Alpine School District, Utah",223845
9700000US4900120,"Cache School District, Utah",48130
9700000US4900142,"Canyons School District, Utah",156412
9700000US4900210,"Davis School District, Utah",235395
9700000US4900360,"Granite School District, Utah",250695
9700000US4900420,"Jordan School District, Utah",188759
9700000US4900630,"Nebo School District, Utah",92424
9700000US4900720,"Ogden School District, Utah",61691
9700000US4900810,"Provo School District, Utah",87592
9700000US4900870,"Salt Lake City School District, Utah",142451
9700000US4901050,"Tooele School District, Utah",48276
9700000US4901140,"Washington School District, Utah",126332
9700000US4901200,"Weber School District, Utah",118807
9700000US5100036,"James City County Public Schools, Virginia",59845
9700000US5100090,"Albemarle County Public Schools, Virginia",82905
9700000US5100120,"Alexandria City Public Schools, Virginia",109615
9700000US5100270,"Arlington County Public Schools, Virginia",170803
9700000US5100300,"Augusta County Public Schools, Virginia",60595
9700000US5100360,"Bedford County Public Schools, Virginia",62220
9700000US5100810,"Chesapeake City Public Schools, Virginia",178713
9700000US5100840,"Chesterfield County Public Schools, Virginia",255298
9700000US5101260,"Fairfax County Public Schools, Virginia",744298
9700000US5101320,"Fauquier County Public Schools, Virginia",52358
9700000US5101470,"Frederick County Public Schools, Virginia",65187
9700000US5101800,"Hampton City Public Schools, Virginia",104321
9700000US5101830,"Hanover County Public Schools, Virginia",82619
9700000US5101890,"Henrico County Public Schools, Virginia",235594
9700000US5102250,"Loudoun County Public Schools, Virginia",262259
9700000US5102340,"Lynchburg City Public Schools, Virginia",63636
9700000US5102520,"Montgomery County Public Schools, Virginia",80153
9700000US5102640,"Newport News City Public Schools, Virginia",130216
9700000US5102670,"Norfolk City Public Schools, Virginia",188326
9700000US5103000,"Portsmouth City Public Schools, Virginia",72286
9700000US5103130,"Prince William County Public Schools, Virginia",287392
9700000US5103240,"Richmond City Public Schools, Virginia",179536
9700000US5103300,"Roanoke City Public Schools, Virginia",75645
9700000US5103330,"Roanoke County Public Schools, Virginia",73479
9700000US5103390,"Rockingham County Public Schools, Virginia",61345
9700000US5103640,"Spotsylvania County Public Schools, Virginia",96345
9700000US5103660,"Stafford County Public Schools, Virginia",104019
9700000US5103710,"Suffolk City Public Schools, Virginia",67995
9700000US5103840,"Virginia Beach City Public Schools, Virginia",338466
9700000US5104150,"York County Public Schools, Virginia",50401
9700000US5300300,"Auburn School District, Washington",60547
9700000US5300380,"Battle Ground School District, Washington",61702
9700000US5300390,"Bellevue School District, Washington",77921
9700000US5300420,"Bellingham School District, Washington",92219
9700000US5300480,"Bethel School District, Washington",85663
9700000US5301080,"Central Kitsap School District, Washington",58149
9700000US5301110,"Central Valley School District, Washington",65812
9700000US5301410,"Clover Park School District, Washington",58121
9700000US5302400,"Edmonds School District, Washington",128463
9700000US5302670,"Everett School District, Washington",104380
9700000US5302700,"Evergreen School District (Clark), Washington",107269
9700000US5302820,"Federal Way School District, Washington",86277
9700000US5303540,"Highline School District, Washington",87985
9700000US5303750,"Issaquah School District, Washington",72433
9700000US5303930,"Kennewick School District, Washington",67965
9700000US5303960,"Kent School District, Washington",115747
9700000US5304230,"Lake Washington School District, Washington",127685
9700000US5304860,"Marysville School District, Washington",57135
9700000US5305430,"Mukilteo School District, Washington",70724
9700000US5305850,"North Thurston Public Schools, Washington",81685
9700000US5305910,"Northshore School District, Washington",95037
9700000US5306180,"Olympia School District, Washington",51685
9700000US5306570,"Pasco School District, Washington",42232
9700000US5306690,"Peninsula School District, Washington",55227
9700000US5306960,"Puyallup School District, Washington",104800
9700000US5307230,"Renton School District, Washington",84343
9700000US5307320,"Richland School District, Washington",52006
9700000US5307710,"Seattle Public Schools, Washington",567172
9700000US5307920,"Shoreline School District, Washington",54046
9700000US5308160,"South Kitsap School District, Washington",56435
9700000US5308250,"Spokane Public Schools, Washington",181636
9700000US5308700,"Tacoma Public Schools, Washington",165617
9700000US5309270,"Vancouver Public Schools, Washington",119023
9700000US5310110,"Yakima School District, Washington",43641
9700000US5400060,"Berkeley County School District, West Virginia",89730
9700000US5400180,"Cabell County School District, West Virginia",73138
9700000US5400510,"Harrison County School District, West Virginia",52526
9700000US5400600,"Kanawha County School District, West Virginia",140966
9700000US5400930,"Monongalia School District, West Virginia",84917
9700000US5401230,"Raleigh County School District, West Virginia",58055
9700000US5401620,"Wood County School District, West Virginia",65709
9700000US5500390,"Appleton Area School District, Wisconsin",75801
9700000US5504050,"Eau Claire Area School District, Wisconsin",67589
9700000US5505820,"Green Bay Area School District, Wisconsin",101834
9700000US5507020,"Janesville School District, Wisconsin",50377
9700000US5507320,"Kenosha School District, Wisconsin",94097
9700000US5508520,"Madison Metropolitan School District, Wisconsin",206957
9700000US5509600,"Milwaukee School District, Wisconsin",404940
9700000US5511190,"Oshkosh Area School District, Wisconsin",62885
9700000US5512360,"Racine School District, Wisconsin",101350
9700000US5515780,"Waukesha School District, Wisconsin",71670
9700000US5516260,"West Allis School District, Wisconsin",51854
9700000US5601980,"Laramie County School District 1, Wyoming",69109
9700000US5604510,"Natrona County School District 1, Wyoming",60367
9700000US7200030,"Puerto Rico Department of Education, Puerto Rico",2579596
