geoid,name,pop
0500000US36087,"Rockland County, New York",208025
0500000US36089,"St. Lawrence County, New York",85516
0500000US36091,"Saratoga County, New York",179713
0500000US36093,"Schenectady County, New York",116573
0500000US36101,"Steuben County, New York",73185
0500000US36103,"Suffolk County, New York",1084035
0500000US36105,"Sullivan County, New York",57712
0500000US36109,"Tompkins County, New York",81322
0500000US36111,"Ulster County, New York",140594
0500000US36113,"Warren County, New York",51883
0500000US36117,"Wayne County, New York",70312
0500000US36119,"Westchester County, New York",670449
0500000US37001,"Alamance County, North Carolina",123223
0500000US37019,"Brunswick County, North Carolina",120061
0500000US37021,"Buncombe County, North Carolina",202314
0500000US37023,"Burke County, North Carolina",70157
0500000US37025,"Cabarrus County, North Carolina",152378
0500000US37027,"Caldwell County, North Carolina",64174
0500000US37031,"Carteret County, North Carolina",56912
0500000US37035,"Catawba County, North Carolina",118836
0500000US37037,"Chatham County, North Carolina",53931
0500000US37045,"Cleveland County, North Carolina",75291
0500000US37049,"Craven County, North Carolina",77300
0500000US37051,"Cumberland County, North Carolina",243613
0500000US37057,"Davidson County, North Carolina",125860
0500000US37063,"Durham County, North Carolina",228429
0500000US37067,"Forsyth County, North Carolina",278895
0500000US37069,"Franklin County, North Carolina",51463
0500000US37071,"Gaston County, North Carolina",168342
0500000US37081,"Guilford County, North Carolina",392223
0500000US37085,"Harnett County, North Carolina",96559
0500000US37089,"Henderson County, North Carolina",91632
0500000US37097,"Iredell County, North Carolina",134507
0500000US37101,"Johnston County, North Carolina",144687
0500000US37109,"Lincoln County, North Carolina",66936
0500000US37119,"Mecklenburg County, North Carolina",754798
0500000US37125,"Moore County, North Carolina",76509
0500000US37127,"Nash County, North Carolina",72046
0500000US37129,"New Hanover County, North Carolina",186184
0500000US37133,"Onslow County, North Carolina",146691
0500000US37135,"Orange County, North Carolina",111748
0500000US37147,"Pitt County, North Carolina",136861
0500000US37151,"Randolph County, North Carolina",106440
0500000US37155,"Robeson County, North Carolina",94277
0500000US37157,"Rockingham County, North Carolina",71105
0500000US37159,"Rowan County, North Carolina",105420
0500000US37161,"Rutherford County, North Carolina",52502
0500000US37171,"Surry County, North Carolina",53903
0500000US37179,"Union County, North Carolina",166338
0500000US37183,"Wake County, North Carolina",771942
0500000US37191,"Wayne County, North Carolina",88565
0500000US37193,"Wilkes County, North Carolina",54467
0500000US37195,"Wilson County, North Carolina",59560
0500000US38015,"Burleigh County, North Dakota",72569
0500000US38017,"Cass County, North Dakota",133971
0500000US38035,"Grand Forks County, North Dakota",52836
0500000US38101,"Ward County, North Dakota",49131
0500000US39003,"Allen County, Ohio",77987
0500000US39007,"Ashtabula County, Ohio",75800
0500000US39009,"Athens County, Ohio",53344
0500000US39013,"Belmont County, Ohio",54378
0500000US39017,"Butler County, Ohio",279125
0500000US39023,"Clark County, Ohio",103546
